RUBRO,NOMBRE DE FANTASIA,CALLE,NRO.,LOCALIDAD,DEPARTAMENTO,DIRECCION COMPLETA,Latitude,Longitude,TELEFONOS,RES.,PROPIETARIO
SANDWICHERIA,MR.DOG,AV.LAS HERAS,298,CIUDAD,CAPITAL,AV.LAS HERAS 298 CIUDAD CAPITAL,-32.88576080,-68.84196260,4257078,315/03,"FORNIIES, ALFREDO GUILLERMO"
RESTAURANTE,PUERTO CARRIZAL,LAS TUBERIAS,S/N,EL CARRIZAL,LUJAN,LAS TUBERIAS S/N EL CARRIZAL LUJAN,-33.32171140,-68.75980310,,67/99,"MERINO, CARLOS MANUEL"
RESTAURANTE,MEDITERRANEO,RUTA PROVINCIAL 82,S/N,EL CHALLAO,LAS HERAS,RUTA PROVINCIAL 82 S/N EL CHALLAO LAS HERAS,-33.03838740,-69.02270270,,91/99,"SALOMON, ALEJANDRA DE LOURDES"
RESTAURANTE,LA CHANCHA,ROQUE SAENZ PE¥A,1764,CIUDAD,GODOY CRUZ,ROQUE SAENZ PE¥A 1764 CIUDAD GODOY CRUZ,-32.92862680,-68.85839630,4240827,405/03,"ROCCO, CARMEN"
CAFETERIA,EL CLUB,COMANDANTE SALAS,249,CIUDAD,SAN RAFAEL,COMANDANTE SALAS 249 CIUDAD SAN RAFAEL,-34.61281140,-68.33138500,0260-4423115,E/T,"SALINAS, HECTOR ATILIO"
RESTAURANTE,RIO AZUL,RUTA 173,KM.30,VALLE GRANDE,SAN RAFAEL,RUTA 173 KM.30 VALLE GRANDE SAN RAFAEL,-34.83510630,-68.51645090,0260-154530919,280/03,"FERNANDEZ, ANA MARIA"
MINIMARKET,SERVICENTRO MALARGUE,RUTA 40 NORTE,KM.347,CIUDAD,MALARGUE,RUTA 40 NORTE KM.347 CIUDAD MALARGUE,-35.47909660,-69.58524020,0260-4471203,369/05,
CONFITERIA,CARLITOS,SAN LUIS,174,CIUDAD,CAPITAL,SAN LUIS 174 CIUDAD CAPITAL,-2.53067210,-44.29889470,,161/99,"LOPEZ PALMA, MARIA ANGELICA"
RESTAURANTE,LA CASONA DEL ENCUENTRO,RUTA 94,KM.20,VISTA FLORES,TUNUYAN,RUTA 94 KM.20 VISTA FLORES TUNUYAN,-33.60390080,-69.37710840,,190/99,"BARCAT DE CHIAPPETTA, LUCIA"
PARRILLADA,EL QUINCHO,ADOLFO CALLE,2960,VILLA NUEVA,GUAYMALLEN,ADOLFO CALLE 2960 VILLA NUEVA GUAYMALLEN,-32.90344820,-68.80307200,4217570,207/99,"SEPULVEDA, MARIA CRISTINA"
SALON DE TE,SUIZA MINIATUR,RUTA PANAMERICANA,KM.29,,LAS HERAS,RUTA PANAMERICANA KM.29 LAS HERAS,-32.85180220,-68.84127630,155634819,211/99,"PEDRUEZA, LUCIA"
CONFITERIA,TORBELLINOïS PUB,RIOJA,1523,CIUDAD,CAPITAL,RIOJA 1523 CIUDAD CAPITAL,-32.88563940,-68.83537860,4380838,75/01,"AGšERO, HUMBERTO E HIJOS"
SANDWICHERIA,BALENO,AV.SAN MARTIN SUR,1308,CIUDAD,GODOY CRUZ,AV.SAN MARTIN SUR 1308 CIUDAD GODOY CRUZ,-32.93931770,-68.84998450,4400001,402/03,"YAPURA, MARIA CLARA"
PARRILLADA,CABA¥A EL AMIGO,RUTA 143,,RAMA CAIDA,SAN RAFAEL,RUTA 143 RAMA CAIDA SAN RAFAEL,-35.77800810,-67.28570000,0260-4441017,222/03,"CASTRO, LILIANA-CASTILLO, GLADYS"
BAR,TASCA DE CHACRAS,VIAMONTE,5332,CHACRAS DE CORIA,LUJAN,VIAMONTE 5332 CHACRAS DE CORIA LUJAN,-32.98678250,-68.88342190,4960002,E/T,"CASCO, MARIA ALEJANDRA"
RESTAURANTE,MC.DONALD'S,AV.LAS HERAS,301,CIUDAD,CAPITAL,AV.LAS HERAS 301 CIUDAD CAPITAL,-32.88530230,-68.84213920,4202918,413/99,ARCOS MENDOCINOS S.A.
SANDWICHERIA,MC.DONALD'S,BV.PEREZ CUESTA,3280,MZA.PLAZA SHOPPING,GUAYMALLEN,BV.PEREZ CUESTA 3280 MZA.PLAZA SHOPPING GUAYMALLEN,-32.90195070,-68.79746810,4490904,417/99,ARCOS MENDOCINOS S.A.
SANDWICHERIA,DON CLAUDIO,BARCALA,182,CIUDAD,CAPITAL,BARCALA 182 CIUDAD CAPITAL,-32.88209770,-68.83953410,4258598,430/99,"CARON, EUGENIA ELENA"
CONF.BAILABLE,RUNNER,RUTA PANAMERICANA,S/N,VISTALBA,LUJAN,RUTA PANAMERICANA S/N VISTALBA LUJAN,-33.03838740,-69.02270270,4964320,441/99,"TAMBORINI, ENZO ALBERTO"
PARRILLADA,LA CARPA,LATERAL NORTE ACC.ESTE,,VILLA NUEVA,GUAYMALLEN,LATERAL NORTE ACC.ESTE VILLA NUEVA GUAYMALLEN,-32.92870210,-68.75376390,,E/T,MAROMIL S.A
PIZZERIA,ROXI,AV.LAS HERAS,285,MERCADO CENTRAL,CAPITAL,AV.LAS HERAS 285 MERCADO CENTRAL CAPITAL,-34.58343510,-58.40540250,156594405,398/03,"FELIOGA, ROXANA TERESA"
RESTO-DISCO,GEO,AV.SAN MARTIN SUR,576,CIUDAD,GODOY CRUZ,AV.SAN MARTIN SUR 576 CIUDAD GODOY CRUZ,-32.93022910,-68.84962350,4225746,379/03,H Y H S.A.
CAF-BAR,DUKE'S,AV.MITRE,507,CIUDAD,CAPITAL,AV.MITRE 507 CIUDAD CAPITAL,-32.89611130,-68.84596860,,36/00,"MOLINA, HECTOR DANIEL"
RESTAURANTE,ESTANCIA LA FLORENCIA,AV.SARMIENTO,698,CIUDAD,CAPITAL,AV.SARMIENTO 698 CIUDAD CAPITAL,-32.88919610,-68.84821460,4291564,E/T,"FARAH, CAROLINA ISABEL"
RESTAURANTE,LA ESTANCIA DE DON ELIAS,RUTA 7,S/N,USPALLATA,LAS HERAS,RUTA 7 S/N USPALLATA LAS HERAS,-32.60163020,-69.35134280,02624-420165,49/00,"BA¥OS, MARIA ROSA"
RESTAURANTE,DOMO SPA DAY,ACC.ESTE LAT.NORTE,2820,VILLA NUEVA,GUAYMALLEN,ACC.ESTE LAT.NORTE 2820 VILLA NUEVA GUAYMALLEN,-33.19646380,-68.21796590,4451997,66/00,"FERNANDEZ DE BENDINELLI, ROXANA CARINA"
RESTAURANTE,EL CASTILLO,SAN MARTIN,S/N,POTRERILLOS,LUJAN,SAN MARTIN S/N POTRERILLOS LUJAN,-34.56333120,-59.12088050,,506/01,"PARADISO, MIRTA SILVIA"
RESTAURANTE,EL PONCHO,GOBERNADOR VIDELA,867,,GUAYMALLEN,GOBERNADOR VIDELA 867 GUAYMALLEN,-32.88909800,-68.82912240,4452986,84/00,"MORALES, ELOY,JOSE-GIAFFREDA,SALVADOS, ENRI"
CAF-BAR,DRUGSTORE MOST,MONTEVIDEO,97,CIUDAD,CAPITAL,MONTEVIDEO 97 CIUDAD CAPITAL,-34.90550160,-56.18511470,4201964,182/00,"PINO, CINTIA VERONICA"
MINIMARKET,ESI SHOP,SAAVEDRA Y ALBANIA,S/N,,GUAYMALLEN,SAAVEDRA Y ALBANIA S/N GUAYMALLEN,-32.90282080,-68.80470040,4323948,178/00,"DERLICH, VICTOR ALFREDO"
RESTO-BAR,TRANVIA,PELLEGRINI,99,CIUDAD,TUNUYAN,PELLEGRINI 99 CIUDAD TUNUYAN,-33.57728470,-69.01752480,02622-424009,361/17,"GONZALEZ, RAMONA DEL CARMEN"
RESTAURANTE,MENDOZA TENIS CLUB,AV.BULOGNE SUR MER,520,CIUDAD,CAPITAL,AV.BULOGNE SUR MER 520 CIUDAD CAPITAL,-32.89387250,-68.86332100,4237121,205/00,UNICEL S.A.(CARLOS A. OLIVERA)
RESTAURANTE,LAS TINAJAS,LAVALLE,38,CIUDAD,CAPITAL,LAVALLE 38 CIUDAD CAPITAL,-32.88834250,-68.83789580,4291174,E/T,LI ZHENPING
SANDWICHERIA,VIA CIVIT,AV.HIPOLITO IRIGOYEN,1475,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 1475 CIUDAD SAN RAFAEL,-34.61026120,-68.34820400,0260-4432197,696/02,"NIETO, VICTOR HUGO"
RESTAURANTE,LAS CA¥AS,LAS CA¥AS,900,LA BARRACA MALL,GUAYMALLEN,LAS CA¥AS 900 LA BARRACA MALL GUAYMALLEN,-32.90672350,-68.81871800,4311088,253/00,"GALAN, MARTA CELIA"
RESTAURANTE,QUE TAL PASCUAL,AV.SAN JUAN,1261,CIUDAD,CAPITAL,AV.SAN JUAN 1261 CIUDAD CAPITAL,-34.62201630,-58.38386750,4204842,833/15,NUEVO IMPULSO S.A.
SANDWICHERIA,TABLAO,AV.SAN JUAN,165,CIUDAD,CAPITAL,AV.SAN JUAN 165 CIUDAD CAPITAL,-34.62151300,-58.36774190,4245544,283/05,"GARCIA, MARIO JAVIER"
CASINO,CASINO DE OFICIALES-GUARN.MZA,AV.SAN MARTIN,556,CIUDAD,CAPITAL,AV.SAN MARTIN 556 CIUDAD CAPITAL,-32.89717640,-68.84125280,4291378,E/T,
CHOCOLATERIA,ACONCAGUA,RUTA 7,KM.1149,USPALLATA,LAS HERAS,RUTA 7 KM.1149 USPALLATA LAS HERAS,-32.58618460,-69.35340530,154701538,E/T,"LISANDRINI, GERMAN GABRIEL"
CHOCOLATERIA,LA CABA¥A,AV.SAN MARTIN,1454,CIUDAD,CAPITAL,AV.SAN MARTIN 1454 CIUDAD CAPITAL,-32.88693950,-68.83868730,4254099,051/13,SMOVIR E HIJOS S.A.
RESTAURANTE,ESSENZIA,PEATONAL SARMIENTO,114,CIUDAD,CAPITAL,PEATONAL SARMIENTO 114 CIUDAD CAPITAL,-32.89056000,-68.84105430,4237090,49/13,"MEIZENQ, CRISTIAN NELSON"
RESTAURANTE,ANDESPORT,PARQUE PROVINCIAL ACONCAGUA,S/N,PARQUE ACONCAGUA,LAS HERAS,PARQUE PROVINCIAL ACONCAGUA S/N PARQUE ACONCAGUA LAS HERAS,-32.65317900,-70.01086750,155525051,E/T,"VELA, DAVID"
BAR,PROVEDURIA,RUTA NAC.7,KM.1161,USPALLATA,LAS HERAS,RUTA NAC.7 KM.1161 USPALLATA LAS HERAS,-32.60163020,-69.35134280,261-2161771,E/T,"GUECARA CIVIT, RODRIGO"
CAFETERIA,PRONTO CAFFE,AV.SAN MARTIN,1070,CIUDAD,CAPITAL,AV.SAN MARTIN 1070 CIUDAD CAPITAL,-32.89090920,-68.83974960,4299283,907/12,"ARNULPHI, JUAN MATIAS"
RESTAURANTE,ENTRE VI¥AS,LA VIRGEN,S/N,MEDRANO,JUNIN,LA VIRGEN S/N MEDRANO JUNIN,-33.17751660,-68.61130550,2634-691035,019/15,"SIMIONATO, SEBASTIAN ALEJANDRO"
RESTAURANTE,DON CLAUDIO`S,TIBURCIO BENEGAS,744,CIUDAD,CAPITAL,TIBURCIO BENEGAS 744 CIUDAD CAPITAL,-32.89246200,-68.85141890,4238784,593/13,EDUJACI S.R.L.
RESTAURANTE,EL PARADOR,RUTA NAC.7,KM.1161,LOS PENITENTES,LAS HERAS,RUTA NAC.7 KM.1161 LOS PENITENTES LAS HERAS,-32.84165260,-69.84083680,261-2161771,E/T,"GUECARA CIVIT, RODRIGO"
CAFETERIA,PORTAL DE LAS CUEVAS,RUTA 7,S/N,LAS CUEVAS,LAS HERAS,RUTA 7 S/N LAS CUEVAS LAS HERAS,-32.81392090,-70.04991820,154701024,532/13,"CALABRESE, JOSE MARIO"
HELADERIA,EL PINITO,AV.HIPOLITO IRIGOYEN,1565,,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 1565 SAN RAFAEL,-34.60991360,-68.34913130,0260-4435176,073/18,"MARTINEZ, EDUARDO HECTOR"
RESTAURANTE,CLAROUSCURO,AV.LOS CONDORES,S/N,POTRERILLOS,LUJAN,AV.LOS CONDORES S/N POTRERILLOS LUJAN,-32.96196100,-69.19656260,261-6509922,E/T,"DENOCENZIO, NADIA GRISELDA"
RESTAURANTE,MIGAJAS,AV.COLON,601,CIUDAD,CAPITAL,AV.COLON 601 CIUDAD CAPITAL,-32.89326840,-68.84835350,156796555,E/T,"SPEZIALE, WALTER"
RESTAURANTE,MI MONTA¥A,RUTA PRV. 82,KM.38,CACHEUTA,LUJAN,RUTA PRV. 82 KM.38 CACHEUTA LUJAN,-33.01461880,-69.11852430,02624-490111,181/18,"LOPEZ, NOELIA VANESA"
PARRILLADA,LOS ANDES,RUTA 7,S/N,USPALLATA,LAS HERAS,RUTA 7 S/N USPALLATA LAS HERAS,-32.60163020,-69.35134280,155606393,E/T,"CIURLETTI, MARIELA ALEJANDRA"
RESTAURANTE,JOHNNY B GOOD,AV.ARISTIDES VILLANUEVA,373,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 373 CIUDAD CAPITAL,-32.89183750,-68.85603910,4233676,837/15,CORRECAMINOS S.A.
RESTAURANTE,LA PARRALA,COLON,83,CIUDAD,GODOY CRUZ,COLON 83 CIUDAD GODOY CRUZ,-32.92552460,-68.84523230,4220744,196/19,"RODRIGUEZ, MARIA ENEDINA"
RESTO-BAR,ROCAS AMARILLAS,"RUTA 173-KM.27,600",S/N,VALLE GRANDE,SAN RAFAEL,"RUTA 173-KM.27,600 S/N VALLE GRANDE SAN RAFAEL",-34.83510630,-68.51645090,260-4628638,E/T,"GUIDI, HECTOR"
SANDWICHERIA,LA CITY,AV.HIPOLITO IRIGOYEN,880,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 880 CIUDAD SAN RAFAEL,-34.61228420,-68.34066010,,E/T,"GONZALEZ, ALBERTO Y GONZALEZ, JORGE"
GASTRONOMIA,MOSTAZA,BV.PEREZ CUESTA,3280,MZA.PLAZA SHOPPING,GUAYMALLEN,BV.PEREZ CUESTA 3280 MZA.PLAZA SHOPPING GUAYMALLEN,-32.90195070,-68.79746810,4490909,342/17,MOSTAZA Y PAN S.A.
RESTO-BAR,ELKANO,AV.LAS HERAS,590-5,CIUDAD,CAPITAL,AV.LAS HERAS 590-5 CIUDAD CAPITAL,-32.88514550,-68.84575720,4233033,E/T,HOTEL RINCON VASCO S.R.L.
HELADERIA,MAILHO,AV.SAN MARTIN,2349,CIUDAD,GODOY CRUZ,AV.SAN MARTIN 2349 CIUDAD GODOY CRUZ,-32.87560860,-68.83516640,4390302,898/15,MAILHO S.A.
RESTAURANTE,CACTUS,RUTA 173,"KM.28,70",VALLE GRANDE,SAN RAFAEL,"RUTA 173 KM.28,70 VALLE GRANDE SAN RAFAEL",-34.83510630,-68.51645090,260-4612437,E/T,"LUJAN, CLAUDIA ROXANA"
RESTAURANTE,CLUB TAPIZ,PEDRO MOLINA,S/N,RUSSELL,MAIPU,PEDRO MOLINA S/N RUSSELL MAIPU,-33.51058660,-70.75726070,4900202,365/17,FINCAS PATAGONICAS S.A.
RESTAURANTE,EL BODEGON DE DON COCO,BOGADO,401,CIUDAD,CAPITAL,BOGADO 401 CIUDAD CAPITAL,-32.86978960,-68.83987140,4309419,824/15,"TISERA, MIRTA Y JOSE LUIS"
HELADERIA,LOMORO,AV.SAN MARTIN,792,CIUDAD,CAPITAL,AV.SAN MARTIN 792 CIUDAD CAPITAL,-32.84124240,-68.83401360,4292546,E/T,"SANPOLO DI BENEDETTO, DAFNE NATALI"
RESTAURANTE,LA VALTELLINA,RUTA 222 KM 70,S/N,LOS MOLLES,MALARGUE,RUTA 222 KM 70 S/N LOS MOLLES MALARGUE,-35.16542760,-69.94089040,02604-15402761,067/18,"GASPARETTI, SERGIO ANTONIO"
CAFETERIA,CAFETAL,NECOCHEA,56,CIUDAD,CAPITAL,NECOCHEA 56 CIUDAD CAPITAL,-38.55449680,-58.73960880,4294084,066/18,"SANDRA, FERNANDO HECTOR"
SANDWICHERIA,MC.DONALD'S,LAS CA¥AS,1833,LA BARRACA MALL,GUAYMALLEN,LAS CA¥AS 1833 LA BARRACA MALL GUAYMALLEN,-32.91441240,-68.82169940,4598081,074/18,ARCOS MENDOCINOS S.A.
RESTAURANTE,EL GRINGO,SAN MARTIN,1518,CIUDAD,TUNUYAN,SAN MARTIN 1518 CIUDAD TUNUYAN,-33.57353300,-69.01665310,02622-15666923,184/18,"PALMAROCHI, JUAN HUMBERTO"
CASA DE TE,FEURER,JOSE PALUMBO,L-04,LAS COMPUERTAS,LUJAN,JOSE PALUMBO L-04 LAS COMPUERTAS LUJAN,-33.03589590,-68.97307190,261-3531021,E/T,"FURRER, OSVALDO"
CAFETERIA,DELICATESSEN,AV.ARISTIDES VILLANUEVA,607,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 607 CIUDAD CAPITAL,-32.89138830,-68.85907160,,086/18,CARRAZANI Y CIA S.A.
CAFETERIA,CAF KOLTON,AV.SAN MARTIN,1355,CIUDAD,CAPITAL,AV.SAN MARTIN 1355 CIUDAD CAPITAL,-32.88788980,-68.83849450,4203422,360/17,"DUMIT BULFAR, MARIANO LORENA"
RESTAURANTE,PARADOR VILLAVICENCIO,RUTA PROV.52,"KM,16,5",CANOTA,LAS HERAS,"RUTA PROV.52 KM,16,5 CANOTA LAS HERAS",-32.80917840,-68.83206020,,E/T,LAS MAJADAS S.A.
RESTAURANTE,SUPERUCO,RUTA 94,"KM.11,2",LOS CHACAYES,TUNUYAN,"RUTA 94 KM.11,2 LOS CHACAYES TUNUYAN",-33.58131850,-69.01533610,261-6819773,E/T,SUPERUCO S.A.
CAFETERIA,BIANCO & NERO,AV.COLON,430,CIUDAD,CAPITAL,AV.COLON 430 CIUDAD CAPITAL,-32.89413110,-68.84623300,4200699,E/T,OCIUM PLEISER S.A.
RESTAURANTE,REFUGIO CERRO ACONCAGUA,RUTA 7,KM.165,PUNTA DE VACAS,LAS HERAS,RUTA 7 KM.165 PUNTA DE VACAS LAS HERAS,-32.81867070,-69.29833190,261-6117786,E/T,"RETAMALES, GERARDO"
RESTAURANTE,DON OTTO,AV.LAS HERAS,242,CIUDAD,CAPITAL,AV.LAS HERAS 242 CIUDAD CAPITAL,-32.88582300,-68.84134110,261-5691121,192/18,"LOPEZ, DOMINGO ALFRESO"
PIZZERIA,MIA,RUTA 82,KM.39,CACHEUTA,LUJAN,RUTA 82 KM.39 CACHEUTA LUJAN,-33.01382300,-69.11730400,02624-490125,E/T,"ABBATE, SILVIA"
BAR,TOTO`S,RUTA 7,S/N,USPALLATA,LAS HERAS,RUTA 7 S/N USPALLATA LAS HERAS,-32.60163020,-69.35134280,,E/T,"ANELLO, EDUARDO MARTIN"
HELADERIA,FERRUCCIO SOPPELSA,AV.ARISTIDES VILLANUEVA,326,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 326 CIUDAD CAPITAL,-32.89235120,-68.85585280,4201698,588/15,SILVER CHARM S.A.
CAFETERIA,LA MARTINA,DR.MORENO,1565,CIUDAD,LAS HERAS,DR.MORENO 1565 CIUDAD LAS HERAS,-32.85057700,-68.83984300,154998920,E/T,"ARULLA, MARIO MIGUEL"
HELADERIA,FERRUCCIO SOPPELSA,LAS CA¥AS,1833,LA BARRACA MALL,GUAYMALLEN,LAS CA¥AS 1833 LA BARRACA MALL GUAYMALLEN,-32.91441240,-68.82169940,4598021,123/18,"FICOSECO, JOSE ANTONIO"
HELADERIA,HELADOS SANTILLI,AV.SAN MARTIN,1258,CIUDAD,TUNUYAN,AV.SAN MARTIN 1258 CIUDAD TUNUYAN,-33.57680890,-69.01657020,02622-423222,E/T,"SANTILLI, DIEGO ALEJANDRO"
HELADERIA,GRIDO,BANDERA DE LOS ANDES,3065,VILLA NUEVA,GUAYMALLEN,BANDERA DE LOS ANDES 3065 VILLA NUEVA GUAYMALLEN,-32.89778690,-68.79934960,4391885,E/T,NOGAV S.R.L.
CAFETERIA,PASAJE COLON,AV.COLON,494,CIUDAD,CAPITAL,AV.COLON 494 CIUDAD CAPITAL,-32.89393740,-68.84725980,4442057,194/18,"CAMACHO, GERARDO MIGUEL"
CAFETERIA,SUBWAY,PADRE GAGLIARDI,3528,MZA.PLAZA SHOPPING,GUAYMALLEN,PADRE GAGLIARDI 3528 MZA.PLAZA SHOPPING GUAYMALLEN,-32.90195070,-68.79746810,152487405,E/T,SOYLENT GREEN S.A. E/F LINGUA
RESTAURANTE,GRAN HOTEL POTRERILLOS,RUTA NAC.7,KM.50,POTRERILLOS,LUJAN,RUTA NAC.7 KM.50 POTRERILLOS LUJAN,-32.94924250,-69.20969630,261-5688792,E/T,INVERSORA POTRERILLOS S.A.
CAFETERIA,HIMOFF,AV.HIPOLITO IRIGOYEN,544,CIUDAD,SAN RAFAEL,AV.HIPOLITO IRIGOYEN 544 CIUDAD SAN RAFAEL,-34.61367850,-68.33659410,260-4433875,079/18,"HERMOSILLA, MARIELA ELIZABETH"
PIZZERIA,EL TANO PIADINERIA,AV.ARISTIDES VILLANUEVA,273,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 273 CIUDAD CAPITAL,-32.89225890,-68.85425590,4234506,E/T,"DUARTE, JOSE MAURICIO"
SANDWICHERIA,PELLEGRINI Y CHILE,PELLEGRINI,138,CIUDAD,SAN RAFAEL,PELLEGRINI 138 CIUDAD SAN RAFAEL,-36.26784220,-63.16458570,260-4566936,E/T,PELLEGRINI Y MITRE S.A.
RESTAURANTE,IL PANINO,AV.SAN MARTIN,906,CIUDAD,CAPITAL,AV.SAN MARTIN 906 CIUDAD CAPITAL,-32.89261470,-68.84011000,0261-4294218,046/18,"CARBALLO, NADIA"
RESTAURANTE,BODEGA Y VI¥EDOS GARBIN,CASTELLI,1331,CIUDAD,SAN RAFAEL,CASTELLI 1331 CIUDAD SAN RAFAEL,37.97353460,-122.53108740,0260-4430020,E/T,GARBIN ESTATE S.A.
RESTO-BAR,RAFFEISH,RUTA 173,KM.347,VALLE GRANDE,SAN RAFAEL,RUTA 173 KM.347 VALLE GRANDE SAN RAFAEL,-34.83510630,-68.51645090,0260-4409080,106/18,"SAT, FABIO CRISTIAN"
RESTAURANTE,LOS PUENTES,DEAN FUNES,890,LAS PAREDES,SAN RAFAEL,DEAN FUNES 890 LAS PAREDES SAN RAFAEL,-34.58333300,-68.45000000,,E/T,"GONZALEZ, CARLOS"
BAR,EL PALENQUE,AV.ARISTIDES VILLANUEVA,287,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 287 CIUDAD CAPITAL,-32.89223620,-68.85449130,4291814,300/18,VADUSA S.A.
RESTOBAR,BAQUIANO,RUTA 34,S/N,JOCOLI VIEJO,LAVALLE,RUTA 34 S/N JOCOLI VIEJO LAVALLE,-32.70173720,-68.65266960,153844340,062/18,"OLMEDO, MAURICIO JOEL"
CAFETERIA,PELLEGRINI,SAN JUAN,907,CIUDAD,CAPITAL,SAN JUAN 907 CIUDAD CAPITAL,18.45131290,-66.08798930,1547101836,E/T,"PE¥A, MARIA ALEJANDRA"
CAFETERIA,YES KIOSCOS UNICOS,AV.ARISTIDES VILLANUEVA,625,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 625 CIUDAD CAPITAL,-32.89138220,-68.85931360,,072/18,KIOSCOS YES S.A.
RESTAURANTE,BODEGA R.J. VI¥EDOS,TERRADA,2400,PERDIEL,LUJAN,TERRADA 2400 PERDIEL LUJAN,-33.06497780,-68.86723480,4880904-5247872,E/T,R.J. VI¥EDOS S.A.
CAFETERIA,ALïCHEMIE,RIOJA,1102,CIUDAD,CAPITAL,RIOJA 1102 CIUDAD CAPITAL,-32.89092210,-68.83582480,4202296,E/T,"DE CARLINI, BEATRIZ ELISABETH"
RESTAURANTE,MONTEVIEJO,CLODOMIRO SILVA,S/N,VISTA FLORES,TUNUYAN,CLODOMIRO SILVA S/N VISTA FLORES TUNUYAN,-33.64373310,-69.19211860,,E/T,MONTEVIEJO S.A.
RESTAURANTE,EL ASADITO,JUAN B.JUSTO,522,CIUDAD,LAS HERAS,JUAN B.JUSTO 522 CIUDAD LAS HERAS,-32.85666100,-68.83885510,,322/17,"JALIFF, CARLOS RUBEN"
RESTAURANTE,MANQUI-MALAL,RUTA 40 SUR,KM.2915,RIO GRANDE,MALARGUE,RUTA 40 SUR KM.2915 RIO GRANDE MALARGUE,-35.47909660,-69.58524020,0260-4472567,195/18,"LIEBANA, GONZALO"
RESTAURANTE,WINE WAY ARGENTINA,ECEVERRIA,1686,CIUDAD,GODOY CRUZ,ECEVERRIA 1686 CIUDAD GODOY CRUZ,-32.90688900,-68.84785180,261-5207605,231/18,"BUSTOS, LUCAS"
CAFETERIA,HAVANNA,SAN MARTIN,401,CIUDAD,LUJAN,SAN MARTIN 401 CIUDAD LUJAN,-34.56532960,-59.11658680,,E/T,FRANQUICIAS DEL OESTE S.A.
CAFETERIA,STARBUCKS COFFEE,LAS CA¥AS,1833,LA BARRACA MALL,GUAYMALLEN,LAS CA¥AS 1833 LA BARRACA MALL GUAYMALLEN,-32.91441240,-68.82169940,,197/18,STARBUKS COFEE ARGENTINA S.R.L.
RESTAURANTE,DANTESCO RESTAURANTE,LAS CA¥AS,1833,LA BARRACA MALL,LUJAN,LAS CA¥AS 1833 LA BARRACA MALL LUJAN,-32.91441240,-68.82169940,4961991,E/T,1765 CABA S.A.
RESTAURANTE,LA AMALIA,BELGRANO,435,CIUDAD,TUPUNGATO,BELGRANO 435 CIUDAD TUPUNGATO,-33.37280360,-69.14755830,02622-488253,199/18,"MU¥OZ, CESAR FERNANDO LUCAS"
BAR,GLACIAL DEL HOMBRE COJO,RUTA 7,S/N,LAS CUEVAS,LAS HERAS,RUTA 7 S/N LAS CUEVAS LAS HERAS,-32.81392090,-70.04991820,02624-420073,562/17,"ARAYA, ELBA GLADIS"
BAR,ZEZE,AV.ARISTIDES VILLANUEVA,601,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 601 CIUDAD CAPITAL,-32.89133670,-68.85915960,4250593,E/T,WINECLUB 100+1 S.A.
BAR,MANIJITA,AV.ARISTIDES VILLANUEVA,336,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 336 CIUDAD CAPITAL,-32.89240860,-68.85548400,4250593,562/18,WINECLUB 100+1 S.A.
HELADERIA,,MITRE,1426,CHACRAS DE CORIA,LUJAN,MITRE 1426 CHACRAS DE CORIA LUJAN,-32.98713780,-68.88512800,4962532,142/18,MICHEL S.A.
BAR,EL MERCADITO,AV.ARISTIDES VILLANUEVA,521,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 521 CIUDAD CAPITAL,-32.89150880,-68.85822810,4638847,092/18,GRANHER S.A.
BAR,BARLATINA,AV.ARISTIDES VILLANUEVA,245,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 245 CIUDAD CAPITAL,-32.89227500,-68.85373400,4230580,098/18,DRL S.A.
RESTAURANTE,EL CLUB DE LA MILANESA,AV.ARISTIDES VILLANUEVA,405,CIUDAD,CAPITAL,AV.ARISTIDES VILLANUEVA 405 CIUDAD CAPITAL,-32.89178020,-68.85676150,4259254,554/17,ASTERIX S.A.
RESTAURANTE,SR. FROG'S CHACRAS,BESARES,1214,CHACRAS DE CORIA,LUJAN,BESARES 1214 CHACRAS DE CORIA LUJAN,-32.98191620,-68.87911820,4962553,520/18,COPITO DE LUZ S.A.
RESTAURANTE,CREPAS,RUTA PANAMERICANA,2650,BENEGAS,GODOY CRUZ,RUTA PANAMERICANA 2650 BENEGAS GODOY CRUZ,-33.00806160,-68.92023040,,E/T,GRUPO DE MIGAS S.R.L.
RESTAURANTE,EL NOGAL RESTAURANTE,LA GLORIA,631,VILLA BASTÖAS,TUPUNGATO,LA GLORIA 631 VILLA BASTÖAS TUPUNGATO,-33.30845000,-69.15793930,2615996186,555/18,DINOCENZIO LUIS EDUARDO
